CM082711.1_contig000001	276528
CM082711.1_contig000002	872568
CM082711.1_contig000003	3906460
CM082711.1_contig000004	101157
CM082711.1_contig000005	602073
CM082711.1_contig000006	535515
CM082711.1_contig000007	183656
CM082711.1_contig000008	3136849
CM082711.1_contig000009	195819
CM082711.1_contig000010	831286
CM082711.1_contig000011	1059387
CM082711.1_contig000012	1182000
CM082711.1_contig000013	119424
CM082711.1_contig000014	500723
CM082711.1_contig000015	1420885
CM082711.1_contig000016	290049
CM082711.1_contig000017	369948
CM082711.1_contig000018	542506
CM082711.1_contig000019	512552
CM082711.1_contig000020	150328
CM082711.1_contig000021	272051
CM082711.1_contig000022	27042
CM082711.1_contig000023	429645
CM082711.1_contig000024	278887
CM082711.1_contig000025	1163297
CM082711.1_contig000026	1088755
CM082711.1_contig000027	518054
CM082711.1_contig000028	69369
CM082711.1_contig000029	696047
CM082711.1_contig000030	221321
CM082711.1_contig000031	191924
CM082711.1_contig000032	137197
CM082711.1_contig000033	244973
CM082711.1_contig000034	127223
CM082711.1_contig000035	560848
CM082711.1_contig000036	558656
CM082711.1_contig000037	2086561
CM082711.1_contig000038	971247
CM082711.1_contig000039	1833899
CM082711.1_contig000040	653575
CM082711.1_contig000041	1355302
CM082711.1_contig000042	226758
CM082711.1_contig000043	390910
CM082711.1_contig000044	472128
CM082711.1_contig000045	638860
CM082711.1_contig000046	712602
CM082711.1_contig000047	784862
CM082711.1_contig000048	604250
CM082711.1_contig000049	1573053
CM082711.1_contig000050	795121
CM082711.1_contig000051	72104
CM082711.1_contig000052	2156682
CM082711.1_contig000053	1769795
CM082711.1_contig000054	480481
CM082711.1_contig000055	61686
CM082711.1_contig000056	40779
CM082711.1_contig000057	554764
CM082711.1_contig000058	141918
CM082711.1_contig000059	255281
CM082711.1_contig000060	353283
CM082711.1_contig000061	108286
CM082711.1_contig000062	499771
CM082711.1_contig000063	105890
CM082711.1_contig000064	74070
CM082711.1_contig000065	198710
CM082711.1_contig000066	185936
CM082711.1_contig000067	379445
CM082711.1_contig000068	344814
CM082711.1_contig000069	953387
CM082711.1_contig000070	619991
CM082711.1_contig000071	234296
CM082711.1_contig000072	429519
CM082711.1_contig000073	90033
CM082711.1_contig000074	2117315
CM082711.1_contig000075	142217
CM082711.1_contig000076	345118
CM082711.1_contig000077	3671742
CM082711.1_contig000078	931092
CM082711.1_contig000079	1641413
CM082711.1_contig000080	1677284
CM082711.1_contig000081	5157147
CM082711.1_contig000082	223567
CM082711.1_contig000083	968126
CM082711.1_contig000084	820554
CM082711.1_contig000085	77384
CM082711.1_contig000086	438614
CM082711.1_contig000087	2100440
CM082711.1_contig000088	1020839
CM082711.1_contig000089	1425017
CM082711.1_contig000090	422939
CM082711.1_contig000091	209000
CM082711.1_contig000092	3070241
CM082711.1_contig000093	479277
CM082711.1_contig000094	3844989
CM082711.1_contig000095	3162841
CM082711.1_contig000096	2165151
CM082711.1_contig000097	1593366
CM082711.1_contig000098	138769
CM082711.1_contig000099	892188
CM082711.1_contig000100	401024
CM082711.1_contig000101	1161301
CM082711.1_contig000102	3948942
CM082711.1_contig000103	3008101
CM082711.1_contig000104	2253682
CM082711.1_contig000105	251677
CM082711.1_contig000106	4245739
CM082711.1_contig000107	138190
CM082711.1_contig000108	247050
CM082711.1_contig000109	208519
CM082711.1_contig000110	146679
CM082711.1_contig000111	278885
CM082711.1_contig000112	1126979
CM082711.1_contig000113	502978
CM082711.1_contig000114	5800468
CM082711.1_contig000115	1635277
CM082711.1_contig000116	3451961
CM082711.1_contig000117	107088
CM082711.1_contig000118	85442
CM082711.1_contig000119	1092655
CM082711.1_contig000120	966293
CM082711.1_contig000121	3025430
CM082711.1_contig000122	3212225
CM082711.1_contig000123	1290865
CM082711.1_contig000124	251504
CM082711.1_contig000125	2303972
CM082711.1_contig000126	169524
CM082711.1_contig000127	615598
CM082711.1_contig000128	233781
CM082711.1_contig000129	77868
CM082711.1_contig000130	426060
CM082711.1_contig000131	5810808
CM082711.1_contig000132	949036
CM082711.1_contig000133	2080142
CM082711.1_contig000134	2171260
CM082711.1_contig000135	1022724
CM082711.1_contig000136	2588576
CM082711.1_contig000137	2192684
CM082711.1_contig000138	5632002
CM082711.1_contig000139	3768017
CM082711.1_contig000140	549057
CM082711.1_contig000141	1139633
CM082711.1_contig000142	5379973
CM082711.1_contig000143	283435
CM082711.1_contig000144	123775
CM082711.1_contig000145	98498
CM082711.1_contig000146	3686304
CM082711.1_contig000147	1681764
CM082711.1_contig000148	1214211
CM082711.1_contig000149	4749392
CM082711.1_contig000150	646670
CM082711.1_contig000151	687243
CM082711.1_contig000152	638676
CM082711.1_contig000153	5534204
CM082711.1_contig000154	6431325
CM082711.1_contig000155	436131
CM082711.1_contig000156	1854819
CM082711.1_contig000157	2318118
CM082711.1_contig000158	4004643
CM082711.1_contig000159	171893
CM082711.1_contig000160	230468
CM082711.1_contig000161	1629340
CM082711.1_contig000162	4427899
CM082711.1_contig000163	2104803
CM082711.1_contig000164	611205
CM082711.1_contig000165	339102
CM082711.1_contig000166	812790
CM082711.1_contig000167	379223
CM082711.1_contig000168	3379294
CM082711.1_contig000169	10999385
CM082711.1_contig000170	870177
CM082711.1_contig000171	3685089
CM082711.1_contig000172	755715
CM082711.1_contig000173	3634778
CM082711.1_contig000174	523716
CM082711.1_contig000175	722364
CM082711.1_contig000176	1276726
CM082711.1_contig000177	2699072
CM082711.1_contig000178	835849
CM082711.1_contig000179	3716252
CM082711.1_contig000180	1656656
CM082711.1_contig000181	3585145
CM082711.1_contig000182	1144276
CM082711.1_contig000183	526053
CM082711.1_contig000184	2288419
CM082711.1_contig000185	476303
CM082711.1_contig000186	290745
CM082711.1_contig000187	1578293
CM082711.1_contig000188	358246
CM082711.1_contig000189	597746
CM082711.1_contig000190	1242833
CM082711.1_contig000191	105614
CM082711.1_contig000192	1001361
CM082711.1_contig000193	101460
CM082711.1_contig000194	1241502
CM082711.1_contig000195	258041
CM082711.1_contig000196	193101
CM082711.1_contig000197	267005
CM082711.1_contig000198	1076915
CM082711.1_contig000199	1333310
CM082711.1_contig000200	193879
CM082711.1_contig000201	725768
CM082711.1_contig000202	990381
CM082711.1_contig000203	182503
CM082711.1_contig000204	1404358
CM082711.1_contig000205	765288
CM082711.1_contig000206	2564560
CM082711.1_contig000207	1790828
CM082711.1_contig000208	429569
CM082711.1_contig000209	138836
CM082711.1_contig000210	2197256
CM082711.1_contig000211	2054247
CM082711.1_contig000212	2955589
CM082711.1_contig000213	1034540
CM082711.1_contig000214	165760
CM082711.1_contig000215	3090565
CM082711.1_contig000216	1042729
CM082711.1_contig000217	1253575
CM082711.1_contig000218	1981871
CM082711.1_contig000219	3130699
CM082711.1_contig000220	261458
CM082711.1_contig000221	322448
CM082711.1_contig000222	247361
CM082711.1_contig000223	225995
CM082711.1_contig000224	171756
CM082711.1_contig000225	1757163
CM082711.1_contig000226	156548
CM082711.1_contig000227	74088
CM082711.1_contig000228	135158
CM082711.1_contig000229	140451
CM082711.1_contig000230	1532800
CM082711.1_contig000231	2125113
CM082711.1_contig000232	133607
CM082711.1_contig000233	216870
CM082711.1_contig000234	702069
CM082711.1_contig000235	1924300
CM082711.1_contig000236	2946824
CM082711.1_contig000237	589347
CM082711.1_contig000238	388282
CM082711.1_contig000239	4503535
CM082711.1_contig000240	105501
CM082711.1_contig000241	1139882
CM082711.1_contig000242	182168
CM082711.1_contig000243	562388
CM082711.1_contig000244	1064848
CM082711.1_contig000245	973188
CM082711.1_contig000246	5542587
CM082711.1_contig000247	5983987
CM082711.1_contig000248	1710287
CM082711.1_contig000249	1799833
CM082711.1_contig000250	1924394
CM082711.1_contig000251	1126983
CM082711.1_contig000252	99179
CM082711.1_contig000253	1991866
CM082711.1_contig000254	414583
CM082711.1_contig000255	1945276
CM082711.1_contig000256	430762
CM082711.1_contig000257	3249707
CM082711.1_contig000258	4815305
CM082711.1_contig000259	1353176
CM082711.1_contig000260	3531487
CM082711.1_contig000261	157160
CM082711.1_contig000262	2707592
CM082711.1_contig000263	2601417
CM082711.1_contig000264	4858154
CM082711.1_contig000265	997804
CM082711.1_contig000266	706909
CM082711.1_contig000267	514655
CM082711.1_contig000268	259757
CM082711.1_contig000269	3051430
CM082711.1_contig000270	907706
CM082711.1_contig000271	2115424
CM082711.1_contig000272	2692024
CM082711.1_contig000273	1125923
CM082711.1_contig000274	12966229
CM082711.1_contig000275	2525546
CM082711.1_contig000276	5077166
CM082711.1_contig000277	1365357
CM082711.1_contig000278	5367746
CM082711.1_contig000279	611717
CM082711.1_contig000280	2115341
CM082711.1_contig000281	714834
CM082711.1_contig000282	2445222
CM082711.1_contig000283	2402820
CM082711.1_contig000284	1114148
CM082711.1_contig000285	230065
CM082711.1_contig000286	391334
CM082711.1_contig000287	1459493
CM082711.1_contig000288	721614
CM082711.1_contig000289	5153064
CM082711.1_contig000290	677582
CM082711.1_contig000291	844902
CM082711.1_contig000292	1930396
CM082711.1_contig000293	266271
CM082711.1_contig000294	115791
CM082711.1_contig000295	696762
CM082711.1_contig000296	1143950
CM082711.1_contig000297	1960931
CM082711.1_contig000298	127518
CM082711.1_contig000299	1203946
CM082711.1_contig000300	175060
CM082711.1_contig000301	1372759
CM082711.1_contig000302	2444498
CM082711.1_contig000303	2538676
CM082711.1_contig000304	2085340
CM082711.1_contig000305	240750
CM082711.1_contig000306	2029923
CM082711.1_contig000307	3316760
CM082711.1_contig000308	5889750
CM082711.1_contig000309	4039173
CM082711.1_contig000310	4837712
CM082711.1_contig000311	1827055
CM082711.1_contig000312	3373174
CM082711.1_contig000313	1348127
CM082711.1_contig000314	5733291
CM082711.1_contig000315	1436783
CM082711.1_contig000316	11865521
CM082711.1_contig000317	1146608
CM082711.1_contig000318	590223
CM082711.1_contig000319	11222450
CM082711.1_contig000320	3008589
CM082711.1_contig000321	2135117
CM082711.1_contig000322	3396192
CM082711.1_contig000323	4996008
CM082711.1_contig000324	4628478
CM082711.1_contig000325	1090562
CM082711.1_contig000326	9448862
CM082711.1_contig000327	554439
CM082711.1_contig000328	1632772
CM082711.1_contig000329	204938
CM082711.1_contig000330	1587181
CM082711.1_contig000331	877360
CM082711.1_contig000332	817849
CM082711.1_contig000333	1192504
CM082711.1_contig000334	236371
CM082711.1_contig000335	2065743
CM082711.1_contig000336	2599116
CM082711.1_contig000337	8497001
CM082711.1_contig000338	4916803
CM082711.1_contig000339	1590130
CM082711.1_contig000340	96847
CM082711.1_contig000341	1201042
CM082711.1_contig000342	541818
CM082711.1_contig000343	1776070
CM082711.1_contig000344	1995704
CM082711.1_contig000345	151228
CM082711.1_contig000346	2504321
CM082711.1_contig000347	1900577
CM082711.1_contig000348	7277048
CM082711.1_contig000349	1818182
CM082711.1_contig000350	225078
CM082711.1_contig000351	3238516
CM082711.1_contig000352	5237198
CM082711.1_contig000353	1593751
CM082711.1_contig000354	126387
CM082711.1_contig000355	1077718
CM082711.1_contig000356	1995548
CM082711.1_contig000357	159777
CM082711.1_contig000358	3598999
CM082711.1_contig000359	1316645
CM082711.1_contig000360	1910617
CM082711.1_contig000361	4737670
CM082711.1_contig000362	420366
CM082711.1_contig000363	4901742
CM082711.1_contig000364	2417432
CM082711.1_contig000365	3056470
CM082711.1_contig000366	1400606
CM082711.1_contig000367	5522510
CM082711.1_contig000368	261952
CM082711.1_contig000369	5566018
CM082711.1_contig000370	1647017
CM082711.1_contig000371	722254
CM082711.1_contig000372	109189
CM082711.1_contig000373	2515964
CM082711.1_contig000374	2748732
CM082711.1_contig000375	1347642
CM082711.1_contig000376	227788
CM082711.1_contig000377	803452
CM082711.1_contig000378	852434
CM082711.1_contig000379	227791
CM082711.1_contig000380	1821501
CM082711.1_contig000381	952493
CM082711.1_contig000382	3410074
CM082711.1_contig000383	1352199
CM082711.1_contig000384	3048957
CM082711.1_contig000385	365270
CM082711.1_contig000386	1025145
CM082711.1_contig000387	2913908
CM082711.1_contig000388	3825485
CM082711.1_contig000389	2471142
CM082711.1_contig000390	3738099
CM082711.1_contig000391	3718775
CM082711.1_contig000392	2340794
CM082711.1_contig000393	423728
CM082711.1_contig000394	6404825
CM082711.1_contig000395	1707867
CM082711.1_contig000396	142716
CM082711.1_contig000397	751632
CM082711.1_contig000398	416288
CM082711.1_contig000399	1501887
CM082711.1_contig000400	651397
CM082711.1_contig000401	446948
CM082711.1_contig000402	410633
CM082711.1_contig000403	369488
CM082711.1_contig000404	1487723
CM082711.1_contig000405	859060
CM082711.1_contig000406	3999014
CM082711.1_contig000407	1854118
CM082711.1_contig000408	2892405
CM082711.1_contig000409	5181603
CM082711.1_contig000410	933687
CM082711.1_contig000411	4124275
CM082711.1_contig000412	242381
CM082711.1_contig000413	2256577
CM082711.1_contig000414	1411788
CM082711.1_contig000415	138069
CM082711.1_contig000416	1800429
CM082711.1_contig000417	1132791
CM082711.1_contig000418	475778
CM082711.1_contig000419	3956335
CM082711.1_contig000420	132953
CM082711.1_contig000421	3570525
CM082711.1_contig000422	6286923
CM082711.1_contig000423	2206905
CM082711.1_contig000424	51545
CM082711.1_contig000425	1564964
CM082711.1_contig000426	390726
CM082711.1_contig000427	2548223
CM082711.1_contig000428	879747
CM082711.1_contig000429	1415757
CM082711.1_contig000430	5867472
CM082711.1_contig000431	495865
CM082711.1_contig000432	1316658
CM082711.1_contig000433	579009
CM082711.1_contig000434	241515
CM082711.1_contig000435	169521
CM082711.1_contig000436	4173218
CM082711.1_contig000437	588888
CM082711.1_contig000438	1268698
CM082711.1_contig000439	536196
CM082711.1_contig000440	1227829
CM082711.1_contig000441	457307
CM082711.1_contig000442	2089443
CM082711.1_contig000443	1287416
CM082711.1_contig000444	3361611
CM082711.1_contig000445	2107761
CM082711.1_contig000446	1717201
CM082711.1_contig000447	1143240
CM082711.1_contig000448	7670347
CM082711.1_contig000449	999627
CM082711.1_contig000450	1113716
CM082711.1_contig000451	5241218
CM082711.1_contig000452	877543
CM082711.1_contig000453	277963
CM082711.1_contig000454	231401
CM082711.1_contig000455	1539210
CM082711.1_contig000456	2064421
CM082711.1_contig000457	4412758
CM082711.1_contig000458	1678779
CM082711.1_contig000459	587420
CM082711.1_contig000460	2208616
CM082711.1_contig000461	4921647
CM082711.1_contig000462	1089439
CM082711.1_contig000463	1269175
CM082711.1_contig000464	715505
CM082711.1_contig000465	236659
CM082711.1_contig000466	402315
CM082711.1_contig000467	346837
CM082711.1_contig000468	2207589
CM082711.1_contig000469	4032336
CM082711.1_contig000470	3289545
CM082711.1_contig000471	1339121
CM082711.1_contig000472	145514
CM082711.1_contig000473	3066155
CM082711.1_contig000474	1151322
CM082711.1_contig000475	1970770
CM082711.1_contig000476	4845315
CM082711.1_contig000477	3760169
CM082711.1_contig000478	303858
CM082711.1_contig000479	182621
CM082711.1_contig000480	205819
CM082711.1_contig000481	15894765
CM082711.1_contig000482	2841447
CM082711.1_contig000483	2821470
CM082711.1_contig000484	1350907
CM082711.1_contig000485	2264904
CM082711.1_contig000486	1395334
CM082711.1_contig000487	197355
CM082711.1_contig000488	243392
CM082711.1_contig000489	3801694
CM082711.1_contig000490	14466007
CM082711.1_contig000491	130756
CM082711.1_contig000492	2456969
CM082711.1_contig000493	886209
CM082711.1_contig000494	2230301
CM082711.1_contig000495	5848660
CM082711.1_contig000496	2952098
CM082711.1_contig000497	684346
CM082711.1_contig000498	956516
CM082711.1_contig000499	192967
CM082711.1_contig000500	5141995
CM082711.1_contig000501	575911
CM082711.1_contig000502	6954996
CM082711.1_contig000503	223081
CM082711.1_contig000504	4167132
CM082711.1_contig000505	2903837
CM082711.1_contig000506	1782581
CM082711.1_contig000507	1156859
CM082711.1_contig000508	205471
CM082711.1_contig000509	9038256
CM082711.1_contig000510	284667
CM082711.1_contig000511	6856071
CM082711.1_contig000512	7207948
CM082711.1_contig000513	711361
CM082711.1_contig000514	7199923
CM082711.1_contig000515	15752231
CM082711.1_contig000516	7897914
CM082711.1_contig000517	7921987
CM082711.1_contig000518	2516511
CM082711.1_contig000519	73830
CM082711.1_contig000520	328698
CM082711.1_contig000521	709214
CM082711.1_contig000522	802165
CM082711.1_contig000523	5719525
CM082711.1_contig000524	2059753
CM082711.1_contig000525	1513522
CM082711.1_contig000526	1841816
CM082711.1_contig000527	1985684
CM082711.1_contig000528	831467
CM082711.1_contig000529	169550
CM082711.1_contig000530	289622
CM082711.1_contig000531	2837565
CM082711.1_contig000532	6870607
CM082711.1_contig000533	677918
CM082711.1_contig000534	250080
CM082711.1_contig000535	697341
CM082711.1_contig000536	505507
CM082711.1_contig000537	2319794
CM082711.1_contig000538	2723244
CM082711.1_contig000539	178906
CM082711.1_contig000540	401867
CM082711.1_contig000541	495069
CM082711.1_contig000542	376745
CM082711.1_contig000543	2665262
CM082711.1_contig000544	3238441
CM082711.1_contig000545	1944305
CM082711.1_contig000546	2358479
CM082711.1_contig000547	3372327
CM082711.1_contig000548	808799
CM082711.1_contig000549	2153646
CM082711.1_contig000550	674219
CM082711.1_contig000551	300016
CM082711.1_contig000552	632192
CM082711.1_contig000553	1328394
CM082711.1_contig000554	576742
CM082711.1_contig000555	3535314
CM082711.1_contig000556	1823410
CM082711.1_contig000557	1276597
CM082711.1_contig000558	214345
CM082711.1_contig000559	2418419
CM082711.1_contig000560	1868695
CM082711.1_contig000561	1397354
CM082711.1_contig000562	486916
CM082711.1_contig000563	1299887
CM082711.1_contig000564	386085
CM082711.1_contig000565	5165985
CM082711.1_contig000566	187570
CM082711.1_contig000567	3127231
CM082711.1_contig000568	117992
CM082711.1_contig000569	256021
CM082711.1_contig000570	167077
CM082711.1_contig000571	383814
CM082711.1_contig000572	390281
CM082711.1_contig000573	214421
CM082711.1_contig000574	2154841
CM082711.1_contig000575	1064450
CM082711.1_contig000576	334476
CM082711.1_contig000577	653498
CM082711.1_contig000578	105001
CM082711.1_contig000579	1550511
CM082711.1_contig000580	225867
CM082711.1_contig000581	1706081
CM082711.1_contig000582	348449
CM082711.1_contig000583	271860
CM082711.1_contig000584	7913988
CM082711.1_contig000585	917113
CM082711.1_contig000586	337905
CM082711.1_contig000587	113063
CM082711.1_contig000588	1847704
CM082711.1_contig000589	465798
CM082711.1_contig000590	175949
CM082711.1_contig000591	3372429
CM082711.1_contig000592	2093556
CM082711.1_contig000593	4691753
CM082711.1_contig000594	3226261
CM082711.1_contig000595	755393
CM082711.1_contig000596	1798551
CM082711.1_contig000597	863303
CM082711.1_contig000598	1152873
CM082711.1_contig000599	1595500
CM082711.1_contig000600	210197
CM082711.1_contig000601	702426
CM082711.1_contig000602	1710170
CM082711.1_contig000603	4675526
CM082711.1_contig000604	393474
CM082711.1_contig000605	674380
CM082711.1_contig000606	200043
CM082711.1_contig000607	129956
CM082711.1_contig000608	792028
CM082711.1_contig000609	112712
CM082711.1_contig000610	212241
CM082711.1_contig000611	1992017
CM082711.1_contig000612	4100497
CM082711.1_contig000613	1091020
CM082711.1_contig000614	1589337
CM082711.1_contig000615	2131294
CM082711.1_contig000616	3873932
CM082711.1_contig000617	905815
CM082711.1_contig000618	2880023
CM082711.1_contig000619	1206147
CM082711.1_contig000620	4038985
CM082711.1_contig000621	1003238
CM082711.1_contig000622	5098076
CM082711.1_contig000623	207628
CM082711.1_contig000624	1375170
CM082711.1_contig000625	596427
CM082711.1_contig000626	808040
CM082711.1_contig000627	6577122
CM082711.1_contig000628	3941354
CM082711.1_contig000629	8082378
CM082711.1_contig000630	477068
CM082711.1_contig000631	4138438
CM082711.1_contig000632	2314113
CM082711.1_contig000633	519431
CM082711.1_contig000634	4800076
CM082711.1_contig000635	1456699
CM082711.1_contig000636	3297847
CM082711.1_contig000637	596739
CM082711.1_contig000638	517168
CM082711.1_contig000639	4527178
CM082711.1_contig000640	5284888
CM082711.1_contig000641	2261153
CM082711.1_contig000642	80257
CM082711.1_contig000643	1015959
CM082711.1_contig000644	1296001
CM082711.1_contig000645	2917611
CM082711.1_contig000646	1010530
CM082711.1_contig000647	67168
CM082711.1_contig000648	186984
CM082711.1_contig000649	639410
CM082711.1_contig000650	266325
CM082711.1_contig000651	6417759
